date,year,month,district,mandal,fps_id,commodity,beneficiary_count,demand_kg,stock_allocated_kg,stock_utilized_kg,stock_remaining_kg,price_per_kg_rs,warehouse
2023-10-01,2023,10,Guntur,Rajupalem,FPS-GUN-RAJ-01,Rice,947,4828,4836,4433.0,403.0,1,WH-GUN
2023-10-01,2023,10,Guntur,Rajupalem,FPS-GUN-RAJ-01,Wheat,947,1637,1517,1426.0,91.0,2,WH-GUN
2023-10-01,2023,10,Guntur,Rajupalem,FPS-GUN-RAJ-01,Sugar,947,188,193,150.0,43.0,13,WH-GUN
2023-11-01,2023,11,Guntur,Rajupalem,FPS-GUN-RAJ-01,Rice,924,4932,4751,,,1,WH-GUN
2023-11-01,2023,11,Guntur,Rajupalem,FPS-GUN-RAJ-01,Wheat,924,1595,1507,1455.0,52.0,2,WH-GUN
2023-11-01,2023,11,Guntur,Rajupalem,FPS-GUN-RAJ-01,Sugar,924,189,194,151.0,43.0,13,WH-GUN
2023-12-01,2023,12,Guntur,Rajupalem,FPS-GUN-RAJ-01,Rice,936,5138,5267,4797.0,470.0,1,WH-GUN
2023-12-01,2023,12,Guntur,Rajupalem,FPS-GUN-RAJ-01,Wheat,936,1707,1838,1789.0,49.0,2,WH-GUN
2023-12-01,2023,12,Guntur,Rajupalem,FPS-GUN-RAJ-01,Sugar,936,211,203,159.0,44.0,13,WH-GUN
2021-01-01,2021,1,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1055,5667,6054,5955.0,99.0,1,WH-GUN
2021-01-01,2021,1,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1055,1890,1819,1582.0,237.0,2,WH-GUN
2021-01-01,2021,1,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1055,195,208,147.0,61.0,13,WH-GUN
2021-02-01,2021,2,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1064,5600,5448,4624.0,824.0,1,WH-GUN
2021-02-01,2021,2,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1064,1843,1912,1592.0,320.0,2,WH-GUN
2021-02-01,2021,2,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1064,230,207,164.0,43.0,13,WH-GUN
2021-03-01,2021,3,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1075,5349,5708,4826.0,882.0,1,WH-GUN
2021-03-01,2021,3,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1075,1751,1625,1441.0,184.0,2,WH-GUN
2021-03-01,2021,3,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1075,228,239,196.0,43.0,13,WH-GUN
2021-04-01,2021,4,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1095,5229,5654,4510.0,1144.0,1,WH-GUN
2021-04-01,2021,4,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1095,1711,1740,1322.0,418.0,2,WH-GUN
2021-04-01,2021,4,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1095,175,187,118.0,69.0,13,WH-GUN
2021-05-01,2021,5,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1072,5004,4561,3696.0,865.0,1,WH-GUN
2021-05-01,2021,5,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1072,1683,1677,1311.0,366.0,2,WH-GUN
2021-05-01,2021,5,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1072,169,182,126.0,56.0,13,WH-GUN
2021-06-01,2021,6,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1071,5077,4973,3936.0,1037.0,1,WH-GUN
2021-06-01,2021,6,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1071,1673,1569,,,2,WH-GUN
2021-06-01,2021,6,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1071,404,151,111.0,40.0,13,WH-GUN
2021-07-01,2021,7,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1061,5221,5724,4990.0,734.0,1,WH-GUN
2021-07-01,2021,7,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1061,1763,1840,1512.0,328.0,2,WH-GUN
2021-07-01,2021,7,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1061,215,198,134.0,64.0,13,WH-GUN
2021-08-01,2021,8,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1083,5369,5873,5185.0,688.0,1,WH-GUN
2021-08-01,2021,8,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1083,1802,1636,1192.0,444.0,2,WH-GUN
2021-08-01,2021,8,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1083,218,216,169.0,47.0,13,WH-GUN
2021-09-01,2021,9,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1057,5316,5374,5071.0,303.0,1,WH-GUN
2021-09-01,2021,9,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1057,1744,1699,1431.0,268.0,2,WH-GUN
2021-09-01,2021,9,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1057,224,233,177.0,56.0,13,WH-GUN
2021-10-01,2021,10,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1087,5569,5066,4728.0,338.0,1,WH-GUN
2021-10-01,2021,10,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1087,1810,1815,1520.0,295.0,2,WH-GUN
2021-10-01,2021,10,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1087,236,254,187.0,67.0,13,WH-GUN
2021-11-01,2021,11,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1072,5717,6121,6202.0,0.0,1,WH-GUN
2021-11-01,2021,11,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1072,1874,2018,1725.0,293.0,2,WH-GUN
2021-11-01,2021,11,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1072,199,207,169.0,38.0,13,WH-GUN
2021-12-01,2021,12,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1082,5937,5505,5235.0,270.0,1,WH-GUN
2021-12-01,2021,12,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1082,2000,1956,1595.0,361.0,2,WH-GUN
2021-12-01,2021,12,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1082,237,230,187.0,43.0,13,WH-GUN
2022-01-01,2022,1,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1094,5868,6025,5464.0,561.0,1,WH-GUN
2022-01-01,2022,1,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1094,1988,2004,1772.0,232.0,2,WH-GUN
2022-01-01,2022,1,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1094,258,248,179.0,69.0,13,WH-GUN
2022-02-01,2022,2,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1114,5874,6054,5831.0,223.0,1,WH-GUN
2022-02-01,2022,2,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1114,1916,2059,1808.0,251.0,2,WH-GUN
2022-02-01,2022,2,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1114,199,210,169.0,41.0,13,WH-GUN
2022-03-01,2022,3,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1112,5609,5961,5090.0,871.0,1,WH-GUN
2022-03-01,2022,3,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1112,1836,1689,1451.0,238.0,2,WH-GUN
2022-03-01,2022,3,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1112,176,173,,,13,WH-GUN
2022-04-01,2022,4,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1103,5263,4995,4024.0,971.0,1,WH-GUN
2022-04-01,2022,4,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1103,1730,1574,1326.0,248.0,2,WH-GUN
2022-04-01,2022,4,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1103,196,203,156.0,47.0,13,WH-GUN
2022-05-01,2022,5,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1092,5072,4566,3884.0,682.0,1,WH-GUN
2022-05-01,2022,5,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1092,1649,1645,1237.0,408.0,2,WH-GUN
2022-05-01,2022,5,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1092,142,151,102.0,49.0,13,WH-GUN
2022-06-01,2022,6,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1096,5187,5377,4092.0,1285.0,1,WH-GUN
2022-06-01,2022,6,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1096,1699,1685,1216.0,469.0,2,WH-GUN
2022-06-01,2022,6,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1096,562,213,157.0,56.0,13,WH-GUN
2022-07-01,2022,7,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1106,5381,5510,4305.0,1205.0,1,WH-GUN
2022-07-01,2022,7,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1106,1768,1592,1131.0,461.0,2,WH-GUN
2022-07-01,2022,7,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1106,208,219,166.0,53.0,13,WH-GUN
2022-08-01,2022,8,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1081,5392,5503,4514.0,989.0,1,WH-GUN
2022-08-01,2022,8,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1081,1791,1898,1621.0,277.0,2,WH-GUN
2022-08-01,2022,8,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1081,225,216,167.0,49.0,13,WH-GUN
2022-09-01,2022,9,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1103,5506,5137,4542.0,595.0,1,WH-GUN
2022-09-01,2022,9,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1103,1806,1946,1727.0,219.0,2,WH-GUN
2022-09-01,2022,9,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1103,224,232,176.0,56.0,13,WH-GUN
2022-10-01,2022,10,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1075,5531,4996,4471.0,525.0,1,WH-GUN
2022-10-01,2022,10,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1075,1803,1940,1646.0,294.0,2,WH-GUN
2022-10-01,2022,10,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1075,168,152,115.0,37.0,13,WH-GUN
2022-11-01,2022,11,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1085,5769,5213,4396.0,817.0,1,WH-GUN
2022-11-01,2022,11,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1085,1933,1975,1720.0,255.0,2,WH-GUN
2022-11-01,2022,11,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1085,245,256,208.0,48.0,13,WH-GUN
2022-12-01,2022,12,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1102,6109,6126,,,1,WH-GUN
2022-12-01,2022,12,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1102,1992,1830,1604.0,226.0,2,WH-GUN
2022-12-01,2022,12,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1102,224,208,174.0,34.0,13,WH-GUN
2023-01-01,2023,1,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1116,6003,5966,5323.0,643.0,1,WH-GUN
2023-01-01,2023,1,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1116,2006,2102,1849.0,253.0,2,WH-GUN
2023-01-01,2023,1,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1116,210,193,171.0,22.0,13,WH-GUN
2023-02-01,2023,2,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1124,5932,5581,5065.0,516.0,1,WH-GUN
2023-02-01,2023,2,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1124,1925,2009,1733.0,276.0,2,WH-GUN
2023-02-01,2023,2,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1124,260,265,213.0,52.0,13,WH-GUN
2023-03-01,2023,3,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1086,5444,5408,4661.0,747.0,1,WH-GUN
2023-03-01,2023,3,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1086,1783,1662,1364.0,298.0,2,WH-GUN
2023-03-01,2023,3,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1086,190,180,140.0,40.0,13,WH-GUN
2023-04-01,2023,4,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1112,5376,5055,4095.0,960.0,1,WH-GUN
2023-04-01,2023,4,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1112,1726,1568,1230.0,338.0,2,WH-GUN
2023-04-01,2023,4,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1112,194,193,139.0,54.0,13,WH-GUN
2023-05-01,2023,5,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1092,5063,5444,4427.0,1017.0,1,WH-GUN
2023-05-01,2023,5,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1092,1690,1545,1087.0,458.0,2,WH-GUN
2023-05-01,2023,5,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1092,230,211,142.0,69.0,13,WH-GUN
2023-06-01,2023,6,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1104,5252,4992,4071.0,921.0,1,WH-GUN
2023-06-01,2023,6,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1104,1723,1652,1215.0,437.0,2,WH-GUN
2023-06-01,2023,6,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1104,200,210,150.0,60.0,13,WH-GUN
2023-07-01,2023,7,Guntur,Rajupalem,FPS-GUN-RAJ-02,Rice,1104,5379,4949,4212.0,737.0,1,WH-GUN
2023-07-01,2023,7,Guntur,Rajupalem,FPS-GUN-RAJ-02,Wheat,1104,1800,1781,1466.0,315.0,2,WH-GUN
2023-07-01,2023,7,Guntur,Rajupalem,FPS-GUN-RAJ-02,Sugar,1104,170,182,144.0,38.0,13,WH-GUN
